stimulus_id,image_file,original_filename,original_relative_path,original_style_folder,condition_congruent,condition_semi_congruent,condition_incongruent,condition_congruent_en,condition_semi_congruent_en,condition_incongruent_en,notes,needs_human_review
060,060.jpg,leaf_customs_0172.jpg,surrealism/leaf_customs_0172.jpg,surrealism,Ein langes helles Blatt oder eine Feder steht senkrecht auf grünlich-grauem Grund. Feine dunkle Linien teilen die Form entlang einer Mittelachse.,"Ein langes helles Blatt oder eine Feder steht senkrecht auf gedämpftem Grund. Die Mittelrippe wirkt leicht nach rechts gebogen, und die Form endet oben spitzer.","Ein Stillleben mit Flasche, Kanne und Tassen steht auf hellem Tisch vor orangefarbenem Holz.",A long pale leaf or feather stands vertically on a greenish-gray ground. Fine dark lines divide the form along a central axis.,"A long pale leaf or feather stands vertically on a muted ground. The central rib appears slightly bent to the right, and the form ends more sharply at the top.","A still life with bottle, pot, and cups stands on a pale table before orange wood.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
061,061.jpg,one_night_museum_0269.jpg,surrealism/one_night_museum_0269.jpg,surrealism,"Vier Kastenfelder zeigen oben eine Hand und ein rundes Objekt, unten einen Schuh und ein rosa Feld mit schwarzen Zeichen und Gesicht. Die Komposition ist streng in Rechtecke geteilt.","Vier Kastenfelder ordnen einzelne Objekte streng in Rechtecke. Die Hand wirkt unten links, der Schuh oben rechts, und das rosa Musterfeld sitzt unten rechts.",Ein einzelnes langes Blatt steht senkrecht auf grünlichem Grund.,"Four box-like compartments show a hand and round object above, a shoe and a pink field with black signs and a face below. The composition is strictly divided into rectangles.","Four box-like compartments arrange separate objects strictly into rectangles. The hand appears at the lower left, the shoe at the upper right, and the pink patterned field sits at the lower right.",A single long leaf stands vertically on a greenish ground.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
062,062.jpg,pieta_revolution_by_night_0080.jpg,surrealism/pieta_revolution_by_night_0080.jpg,surrealism,"Zwei Figuren sitzen oder stehen in einem braunen Innenraum; links eine helle Figur mit roter Hose, rechts eine dunkle Figur mit Hut. Eine kleine weiße Form liegt rechts in der Luft.","Zwei Figuren stehen oder sitzen in einem braunen Innenraum. Die rote Hose wirkt an der rechten Figur, und die kleine weiße Form schwebt eher links im Raum.","Vier Kastenfelder zeigen einzelne Objekte wie Hand, Schuh und Muster.","Two figures sit or stand in a brown interior; on the left a pale figure with red trousers, on the right a dark figure with a hat. A small white form floats at the right.","Two figures stand or sit in a brown interior. The red trousers appear on the right figure, and the small white form floats more to the left in the room.","Four box compartments show separate objects such as hand, shoe, and pattern.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
063,063.jpg,popular_panorama_0214.jpg,surrealism/popular_panorama_0214.jpg,surrealism,"Eine winterliche Landschaft zeigt dunkle Baumreihen, ein weißes Haus unten rechts und Berge unter grauem Himmel. Helle Straßen oder Dächer führen in die Tiefe.","Eine winterliche Landschaft zeigt Baumreihen, Berge und ein weißes Haus. Das Haus wirkt eher unten links, und die hellen Wege führen stärker zur rechten Bildtiefe.",Zwei Figuren in einem braunen Innenraum sitzen nebeneinander mit roter Hose und Hut.,"A wintry landscape shows dark rows of trees, a white house at the lower right, and mountains under a gray sky. Pale roads or roofs lead into depth.","A wintry landscape shows rows of trees, mountains, and a white house. The house appears more at the lower left, and the pale paths lead more strongly toward the right depth of the image.",Two figures in a brown interior sit beside each other with red trousers and a hat.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
064,064.jpg,smoker_head_0164.jpg,surrealism/smoker_head_0164.jpg,surrealism,"Eine helle stilisierte Vogelform oder Kopf-Hals-Form steht vor blauem Grund. Gelbe, rote und schwarze Formen liegen seitlich und im unteren Körperbereich.",Eine helle stilisierte Vogel- oder Kopf-Hals-Form steht vor blauem Grund. Die gelben und roten Akzente wirken eher oben am Kopf als seitlich und unten am Körper.,"Eine Schneelandschaft mit Haus, Baumreihen und Bergen füllt den Raum.","A pale stylized bird-like or head-and-neck form stands before a blue ground. Yellow, red, and black shapes sit along the side and lower body.",A pale stylized bird- or head-and-neck form stands before a blue ground. The yellow and red accents appear more at the top of the head than along the side and lower body.,"A snowy landscape with house, rows of trees, and mountains fills the space.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
065,065.jpg,stilleben_med_fisk_0250.jpg,surrealism/stilleben_med_fisk_0250.jpg,surrealism,"Ein Stillleben zeigt zwei Fische vor einem großen braunen Teller, einer Flasche, Früchten und einem Fenster mit Strand und Wolke. Die Objekte liegen dicht auf einem blauen Tisch.","Ein Stillleben mit Fischen, Teller, Flasche und Fenster liegt auf einem blauen Tisch. Das Fenster wirkt eher rechts hinten, und die Fische liegen stärker parallel nebeneinander.",Eine helle stilisierte Vogelform steht allein vor blauem Grund mit gelben und roten Akzenten.,"A still life shows two fish before a large brown plate, a bottle, fruit, and a window with beach and cloud. The objects lie densely on a blue table.","A still life with fish, plate, bottle, and window lies on a blue table. The window appears more at the back right, and the fish lie more parallel beside each other.",A pale stylized bird-like form stands alone before a blue ground with yellow and red accents.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
066,066.jpg,the_4th_day_of_the_creation_0204.jpg,surrealism/the_4th_day_of_the_creation_0204.jpg,surrealism,Eine schwarz-weiße Landschaft zeigt strahlenförmiges Licht links oben und einen kleineren Himmelskörper rechts. Darunter liegen viele spitze bergartige Formen.,"Eine schwarz-weiße Landschaft zeigt strahlenförmiges Licht und gezackte Bergformen. Der größte Lichtpunkt wirkt rechts oben, während kleinere Strahlen links bleiben.","Ein farbiges Stillleben mit Fischen, Teller und Flasche liegt auf blauem Tisch vor einem Fenster.",A black-and-white landscape shows radiating light at the upper left and a smaller celestial body on the right. Many pointed mountain-like forms lie below.,"A black-and-white landscape shows radiating light and jagged mountain forms. The largest light point appears at the upper right, while smaller rays remain on the left.","A colored still life with fish, plate, and bottle lies on a blue table before a window.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
067,067.jpg,the_beneficial_promise_0270.jpg,surrealism/the_beneficial_promise_0270.jpg,surrealism,"Ein gelber Kopf mit gefalteten Händen liegt unten in einem gelben Feld, darüber erscheint ein dunkles rundes Fenster mit Frauenprofil. Ein heller Kreis rahmt den Kopf im Fenster.","Ein gelber Kopf mit gefalteten Händen liegt in einem gelben Feld, darüber ein dunkles rundes Porträtfenster. Das Fenster wirkt etwas links versetzt und näher am unteren Kopf.",Eine schwarz-weiße Berglandschaft mit zwei strahlenden Himmelskörpern füllt das Bild.,"A yellow head with folded hands lies below in a yellow field, while above it a dark round window contains a woman's profile. A pale circle frames the head in the window.","A yellow head with folded hands lies in a yellow field, with a dark round portrait window above. The window appears slightly shifted left and closer to the lower head.",A black-and-white mountain landscape with two radiant celestial bodies fills the image.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
068,068.jpg,the_birth_of_idol_0215.jpg,surrealism/the_birth_of_idol_0215.jpg,surrealism,Ein surrealer Innenraum zeigt rechts eine weiße schachfigurartige Form und links ein Bett oder Tisch unter dunklem stürmischem Himmel. Rosa und grüne Flächen teilen den Boden.,"Ein surrealer Innenraum zeigt eine hohe weiße Figur und ein helles Möbel unter dunklem Himmel. Die weiße Figur steht eher links, während die Bett- oder Tischform rechts liegt.",Ein gelber Kopf mit gefalteten Händen liegt unter einem runden Porträtfenster.,A surreal interior shows a white chess-piece-like form on the right and a bed or table on the left under a dark stormy sky. Pink and green areas divide the floor.,"A surreal interior shows a tall white figure and a pale piece of furniture under a dark sky. The white figure stands more to the left, while the bed- or table-like form lies on the right.",A yellow head with folded hands lies below a round portrait window.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
069,069.jpg,the_carbide_lamp_0072.jpg,surrealism/the_carbide_lamp_0072.jpg,surrealism,"Eine braune Lampe oder Kanne steht links auf gelbem Tisch, rechts schneidet ein schwarzer Stuhlbogen ins Bild. Unten links liegt ein kleiner roter runder Akzent.","Eine braune Lampe oder Kanne steht auf gelbem Tisch, daneben ein schwarzer gebogener Stuhlteil. Die Lampe wirkt näher an der Mitte, und der rote Akzent sitzt rechts unten.","Ein surrealer Raum mit Bett, stürmischem Himmel und weißer Schachfigur füllt die Szene.","A brown lamp or pot stands on the left on a yellow table, while a black chair arc cuts into the image on the right. A small red round accent lies at the lower left.","A brown lamp or pot stands on a yellow table beside a black curved chair part. The lamp appears closer to the center, and the red accent sits at the lower right.","A surreal room with bed, stormy sky, and white chess-piece form fills the scene.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
070,070.jpg,the_conqueror_0217.jpg,surrealism/the_conqueror_0217.jpg,surrealism,Eine zentrale Holzplatte mit schwarzen Zeichen steht vor roten und schwarzen Farbbändern und weißen welligen Formen. Oben links greift eine grüne Handform ins Bild.,"Eine zentrale Holzplatte mit schwarzen Zeichen steht zwischen roten, schwarzen und weißen welligen Formen. Die grüne Handform wirkt rechts oben statt links oben.",Ein gelber Tisch mit brauner Lampe und schwarzem Stuhlbogen füllt den Vordergrund.,"A central wooden panel with black signs stands before red and black color bands and white wavy forms. At the upper left, a green hand-like form reaches into the image.","A central wooden panel with black signs stands between red, black, and white wavy forms. The green hand-like form appears at the upper right rather than the upper left.",A yellow table with a brown lamp and black chair arc fills the foreground.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
071,071.jpg,the_sculpture_0156.jpg,surrealism/the_sculpture_0156.jpg,surrealism,"Eine Frau in gelbem Kleid sitzt rechts neben einem kleinen weißen Kind oder einer Puppe auf einem roten Ständer. Rote, weiße und schwarze Flächen bilden einen flachen Innenraum.","Eine Frau in gelbem Kleid sitzt neben einer kleinen weißen Figur in einem roten Innenraum. Die große Figur wirkt links, und die kleine Figur steht eher rechts auf dem Ständer.",Eine Holzplatte mit schwarzen Zeichen steht vor weißen Wellen und dunklem Himmel.,"A woman in a yellow dress sits on the right beside a small white child or doll on a red stand. Red, white, and black areas form a flat interior.","A woman in a yellow dress sits beside a small white figure in a red interior. The large figure appears on the left, and the small figure stands more to the right on the stand.",A wooden panel with black signs stands before white waves and a dark sky.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
072,072.jpg,christ_in_the_sepulchre_0090.jpg,symbolism/christ_in_the_sepulchre_0090.jpg,symbolism,Eine helle symmetrische flammen- oder blütenartige Form leuchtet vor dunklem dreieckigem Raum. Die Form öffnet sich oben und läuft unten schmal zusammen.,Eine helle symmetrische flammen- oder blütenartige Form steht vor dunklem Raum. Die Form öffnet sich stärker unten und bleibt oben schmaler geschlossen.,Eine Frau in gelbem Kleid sitzt neben einer kleinen Figur in einem roten Innenraum.,A pale symmetrical flame- or blossom-like form glows before a dark triangular space. The form opens at the top and narrows downward.,A pale symmetrical flame- or blossom-like form stands before a dark space. The form opens more strongly at the bottom and stays narrower at the top.,A woman in a yellow dress sits beside a small figure in a red interior.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
073,073.jpg,death_of_sappho_0222.jpg,symbolism/death_of_sappho_0222.jpg,symbolism,Eine dunkle Felslandschaft mit Wasser und Wolken füllt das Bild. Links unten und in der Mitte liegen helle Wasser- oder Lichtflächen zwischen braunen Felsen.,Eine dunkle Felslandschaft mit Wasser und Wolken füllt das Bild. Die hellen Wasserstellen wirken stärker rechts unten konzentriert statt links unten und mittig.,Eine helle symmetrische Blütenform steht in einem dunklen Innenraum.,"A dark rocky landscape with water and clouds fills the image. At the lower left and center, pale water or light areas sit between brown rocks.",A dark rocky landscape with water and clouds fills the image. The pale water areas appear more concentrated at the lower right rather than at the lower left and center.,A pale symmetrical blossom form stands in a dark interior.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
074,074.jpg,evacuation_of_an_island_0230.jpg,symbolism/evacuation_of_an_island_0230.jpg,symbolism,"Schwarze Pinselstriche liegen auf grauem Grund und ziehen schräg von links nach rechts. Die Formen wirken schnell, rau und teilweise verwischt.","Schwarze Pinselstriche liegen auf grauem Grund und ziehen schräg durch das Bild. Die stärkste schwarze Masse sitzt eher rechts der Mitte, und die Striche laufen steiler.",Eine braune Felslandschaft mit hellem Wasser und Wolken füllt den Raum.,"Black brushstrokes lie on a gray ground and move diagonally from left to right. The forms feel fast, rough, and partly blurred.","Black brushstrokes lie on a gray ground and move diagonally through the image. The strongest black mass sits more to the right of center, and the strokes run more steeply.",A brown rocky landscape with pale water and clouds fills the space.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
075,075.jpg,head_of_old_woman_from_antwerp_0263.jpg,symbolism/head_of_old_woman_from_antwerp_0263.jpg,symbolism,"Eine alte Frau mit Kopftuch sitzt seitlich in einem dunklen Innenraum. Helle Tücher, Gesicht und Hände heben sich von den grauen und braunen Flächen ab.","Ein sitzendes Porträt zeigt eine alte Frau mit Kopftuch in gedämpften Farben. Gesicht und Hände wirken heller, aber die Figur ist stärker frontal als seitlich gedreht.",Breite schwarze Pinselstriche ziehen über grauen Grund.,"An old woman with a headscarf sits sideways in a dark interior. Pale cloths, face, and hands stand out from the gray and brown areas.","A seated portrait shows an old woman with a headscarf in muted colors. Face and hands appear brighter, but the figure is more frontal than turned sideways.",Broad black brushstrokes move across a gray ground.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
076,076.jpg,illustration_to_milton_s_comus_0060.jpg,symbolism/illustration_to_milton_s_comus_0060.jpg,symbolism,"Zwei stehende Figuren erscheinen in einer hellen biblischen oder symbolischen Szene; eine sitzt oder kniet links, eine helle Gestalt steht rechts. Blaue und helle Linien bestimmen den Hintergrund.","Eine symbolische Figurenszene zeigt eine niedrigere Figur links und eine hohe helle Figur rechts. Die hohe Figur wirkt näher an der Mitte, und der Hintergrund erscheint weniger blau.",Eine alte Frau mit Kopftuch sitzt seitlich in dunklem Innenraum.,"Two standing figures appear in a pale biblical or symbolic scene; one sits or kneels on the left, while a pale figure stands on the right. Blue and pale lines define the background.","A symbolic figure scene shows a lower figure on the left and a tall pale figure on the right. The tall figure appears closer to the center, and the background seems less blue.",An old woman with a headscarf sits sideways in a dark interior.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
077,077.jpg,los_entering_the_grave_0066.jpg,symbolism/los_entering_the_grave_0066.jpg,symbolism,Eine dunkle gebeugte Figur steht in einem gewölbten Innenraum und hält unten eine helle Laterne oder Lichtform. Bögen und braune Linien rahmen die Figur.,Eine dunkle gebeugte Figur steht in einem gewölbten Innenraum und hält ein kleines helles Licht. Das Licht wirkt eher seitlich rechts und höher als unten in der Hand.,Zwei helle stehende Figuren befinden sich in einer offenen blauen Szene.,A dark bent figure stands in an arched interior and holds a pale lantern or light form near the bottom. Arcs and brown lines frame the figure.,A dark bent figure stands in an arched interior and holds a small pale light. The light appears more to the right side and higher than down in the hand.,Two pale standing figures appear in an open blue scene.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
078,078.jpg,ruins_in_the_moonlit_landscape_0117.jpg,symbolism/ruins_in_the_moonlit_landscape_0117.jpg,symbolism,Eine dunkle Landschaft zeigt eine helle Ruine in der Mitte unter dramatischem violettem Himmel. Kleine dunkle Figuren oder Tiere stehen im Vordergrund.,"Eine dunkle Landschaft zeigt eine helle Ruine unter violettem Himmel. Die Ruine wirkt etwas weiter links, und die kleinen Vordergrundformen sammeln sich stärker rechts.",Eine dunkle Figur steht in einem gewölbten Innenraum mit kleiner Laterne.,A dark landscape shows a pale ruin in the center under a dramatic violet sky. Small dark figures or animals stand in the foreground.,"A dark landscape shows a pale ruin under a violet sky. The ruin appears slightly farther left, and the small foreground forms gather more strongly on the right.",A dark figure stands in an arched interior with a small lantern.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
079,079.jpg,the_balloon_0268.jpg,symbolism/the_balloon_0268.jpg,symbolism,"Eine schwarze Silhouette einer stehenden Frau hebt die Arme vor orangegelber Landschaft. Die Figur steht unten mittig, die Arme führen diagonal nach außen.","Eine schwarze Silhouette einer stehenden Frau hebt die Arme vor orangegelber Landschaft. Die Figur wirkt leicht nach rechts versetzt, und ein Arm steigt höher als der andere.",Eine helle Ruine steht in dunkler Landschaft unter violettem Himmel.,"A black silhouette of a standing woman raises her arms before an orange-yellow landscape. The figure stands at the lower center, and the arms lead diagonally outward.","A black silhouette of a standing woman raises her arms before an orange-yellow landscape. The figure appears slightly shifted to the right, and one arm rises higher than the other.",A pale ruin stands in a dark landscape under a violet sky.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
080,080.jpg,the_penitent_mary_magdalene_0262.jpg,symbolism/the_penitent_mary_magdalene_0262.jpg,symbolism,"Eine junge Frau mit langem hellem Haar stützt den Kopf auf die Hand vor dunklem grünlichem Hintergrund. Gesicht, Schulter und Arm bilden eine helle diagonale Gruppe.","Eine junge Frau mit langem hellem Haar stützt den Kopf auf die Hand vor dunklem grünlichem Hintergrund. Der Kopf wirkt etwas aufrechter, und die helle Diagonale verläuft stärker nach links.",Eine schwarze Silhouette steht mit erhobenen Armen vor orangegelber Landschaft.,"A young woman with long pale hair rests her head on her hand before a dark greenish background. Face, shoulder, and arm form a pale diagonal group.","A young woman with long pale hair rests her head on her hand before a dark greenish background. The head appears slightly more upright, and the pale diagonal runs more strongly toward the left.",A black silhouette stands with raised arms before an orange-yellow landscape.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19,False
