stimulus_id,image_file,original_filename,original_relative_path,original_style_folder,condition_congruent,condition_semi_congruent,condition_incongruent,condition_congruent_en,condition_semi_congruent_en,condition_incongruent_en,notes,needs_human_review
066,066.jpg,the_4th_day_of_the_creation_0204.jpg,surrealism/the_4th_day_of_the_creation_0204.jpg,surrealism,Eine schwarz-weiße Landschaft zeigt strahlenförmiges Licht links oben und einen kleineren Himmelskörper rechts. Darunter liegen viele spitze bergartige Formen.,Helle Strahlen breiten sich über einer dunklen Gebirgslandschaft aus. Zwei Lichtpunkte im Himmel und gezackte weiße Linien bestimmen das Bild.,"Ein farbiges Stillleben mit Fischen, Teller und Flasche liegt auf blauem Tisch vor einem Fenster.",A black-and-white landscape shows radiating light at the upper left and a smaller celestial body on the right. Many pointed mountain-like forms lie below.,Pale rays spread across a dark mountain landscape. Two light points in the sky and jagged white lines define the image.,"A colored still life with fish, plate, and bottle lies on a blue table before a window.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
067,067.jpg,the_beneficial_promise_0270.jpg,surrealism/the_beneficial_promise_0270.jpg,surrealism,"Ein gelber Kopf mit gefalteten Händen liegt unten in einem gelben Feld, darüber erscheint ein dunkles rundes Fenster mit Frauenprofil. Ein heller Kreis rahmt den Kopf im Fenster.","Unten bilden Hände und Kopf eine ruhige Gebetsform, oben sitzt ein kleiner Porträtkreis. Gelbe Fläche und dunkler Himmel trennen beide Zonen.",Eine schwarz-weiße Berglandschaft mit zwei strahlenden Himmelskörpern füllt das Bild.,"A yellow head with folded hands lies below in a yellow field, while above it a dark round window contains a woman's profile. A pale circle frames the head in the window.","Below, hands and head form a quiet prayer-like shape; above sits a small portrait circle. Yellow field and dark sky separate the two zones.",A black-and-white mountain landscape with two radiant celestial bodies fills the image.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
068,068.jpg,the_birth_of_idol_0215.jpg,surrealism/the_birth_of_idol_0215.jpg,surrealism,Ein surrealer Innenraum zeigt rechts eine weiße schachfigurartige Form und links ein Bett oder Tisch unter dunklem stürmischem Himmel. Rosa und grüne Flächen teilen den Boden.,Mehrere harte Formen stehen in einem unruhigen Raum mit dunklem Himmel. Eine hohe weiße Figur rechts und ein schräges helles Möbel links lenken den Blick.,Ein gelber Kopf mit gefalteten Händen liegt unter einem runden Porträtfenster.,A surreal interior shows a white chess-piece-like form on the right and a bed or table on the left under a dark stormy sky. Pink and green areas divide the floor.,Several hard forms stand in an unsettled room with a dark sky. A tall white figure on the right and a slanted pale piece of furniture on the left guide the eye.,A yellow head with folded hands lies below a round portrait window.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
069,069.jpg,the_carbide_lamp_0072.jpg,surrealism/the_carbide_lamp_0072.jpg,surrealism,"Eine braune Lampe oder Kanne steht links auf gelbem Tisch, rechts schneidet ein schwarzer Stuhlbogen ins Bild. Unten links liegt ein kleiner roter runder Akzent.","Ein Stillleben aus dunkler Lampe, Tischfläche und schwarzem gebogenem Stuhlteil ist streng komponiert. Die große gelbe Fläche hält die Objekte ruhig.","Ein surrealer Raum mit Bett, stürmischem Himmel und weißer Schachfigur füllt die Szene.","A brown lamp or pot stands on the left on a yellow table, while a black chair arc cuts into the image on the right. A small red round accent lies at the lower left.","A still life of dark lamp, tabletop, and black curved chair part is strictly composed. The large yellow field holds the objects calmly.","A surreal room with bed, stormy sky, and white chess-piece form fills the scene.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
070,070.jpg,the_conqueror_0217.jpg,surrealism/the_conqueror_0217.jpg,surrealism,Eine zentrale Holzplatte mit schwarzen Zeichen steht vor roten und schwarzen Farbbändern und weißen welligen Formen. Oben links greift eine grüne Handform ins Bild.,Eine helle rechteckige Form sitzt in der Mitte zwischen welligen weißen Flächen und dunklem Himmel. Schwarze Zeichen und eine grüne Hand setzen Akzente.,Ein gelber Tisch mit brauner Lampe und schwarzem Stuhlbogen füllt den Vordergrund.,"A central wooden panel with black signs stands before red and black color bands and white wavy forms. At the upper left, a green hand-like form reaches into the image.",A pale rectangular form sits in the center between wavy white areas and dark sky. Black signs and a green hand create accents.,A yellow table with a brown lamp and black chair arc fills the foreground.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
071,071.jpg,the_sculpture_0156.jpg,surrealism/the_sculpture_0156.jpg,surrealism,"Eine Frau in gelbem Kleid sitzt rechts neben einem kleinen weißen Kind oder einer Puppe auf einem roten Ständer. Rote, weiße und schwarze Flächen bilden einen flachen Innenraum.",Zwei figürliche Formen stehen in einem kantigen Raum. Die große sitzende Frau rechts und die kleine helle Figur links sind durch rote Linien verbunden.,Eine Holzplatte mit schwarzen Zeichen steht vor weißen Wellen und dunklem Himmel.,"A woman in a yellow dress sits on the right beside a small white child or doll on a red stand. Red, white, and black areas form a flat interior.",Two figurative forms stand in an angular room. The large seated woman on the right and the small pale figure on the left are connected by red lines.,A wooden panel with black signs stands before white waves and a dark sky.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
072,072.jpg,christ_in_the_sepulchre_0090.jpg,symbolism/christ_in_the_sepulchre_0090.jpg,symbolism,Eine helle symmetrische flammen- oder blütenartige Form leuchtet vor dunklem dreieckigem Raum. Die Form öffnet sich oben und läuft unten schmal zusammen.,Eine weiße organische Form steht zentral in einem dunklen Innenraum. Helle Ränder und die starke Symmetrie machen die Mitte dominant.,Eine Frau in gelbem Kleid sitzt neben einer kleinen Figur in einem roten Innenraum.,A pale symmetrical flame- or blossom-like form glows before a dark triangular space. The form opens at the top and narrows downward.,A white organic form stands centrally in a dark interior. Pale edges and strong symmetry make the center dominant.,A woman in a yellow dress sits beside a small figure in a red interior.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
073,073.jpg,death_of_sappho_0222.jpg,symbolism/death_of_sappho_0222.jpg,symbolism,Eine dunkle Felslandschaft mit Wasser und Wolken füllt das Bild. Links unten und in der Mitte liegen helle Wasser- oder Lichtflächen zwischen braunen Felsen.,"Eine dramatische Landschaft besteht aus dunklen Felsen, hellem Wasser und bewegtem Himmel. Die hellen Stellen führen den Blick vom unteren Rand in die Tiefe.",Eine helle symmetrische Blütenform steht in einem dunklen Innenraum.,"A dark rocky landscape with water and clouds fills the image. At the lower left and center, pale water or light areas sit between brown rocks.","A dramatic landscape consists of dark rocks, pale water, and moving sky. The light areas lead the eye from the lower edge into depth.",A pale symmetrical blossom form stands in a dark interior.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
074,074.jpg,evacuation_of_an_island_0230.jpg,symbolism/evacuation_of_an_island_0230.jpg,symbolism,"Schwarze Pinselstriche liegen auf grauem Grund und ziehen schräg von links nach rechts. Die Formen wirken schnell, rau und teilweise verwischt.",Eine abstrakte Schwarz-Weiß-Komposition besteht aus breiten dunklen Strichen und hellen Zwischenräumen. Die stärkste schwarze Masse sitzt links der Mitte.,Eine braune Felslandschaft mit hellem Wasser und Wolken füllt den Raum.,"Black brushstrokes lie on a gray ground and move diagonally from left to right. The forms feel fast, rough, and partly blurred.",An abstract black-and-white composition consists of broad dark strokes and pale gaps. The strongest black mass sits left of center.,A brown rocky landscape with pale water and clouds fills the space.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
075,075.jpg,head_of_old_woman_from_antwerp_0263.jpg,symbolism/head_of_old_woman_from_antwerp_0263.jpg,symbolism,"Eine alte Frau mit Kopftuch sitzt seitlich in einem dunklen Innenraum. Helle Tücher, Gesicht und Hände heben sich von den grauen und braunen Flächen ab.",Ein sitzendes Porträt zeigt eine verhüllte Figur in gedämpften Farben. Kopf und Schultern bilden die zentrale helle Form.,Breite schwarze Pinselstriche ziehen über grauen Grund.,"An old woman with a headscarf sits sideways in a dark interior. Pale cloths, face, and hands stand out from the gray and brown areas.",A seated portrait shows a wrapped figure in muted colors. Head and shoulders form the central pale shape.,Broad black brushstrokes move across a gray ground.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
076,076.jpg,illustration_to_milton_s_comus_0060.jpg,symbolism/illustration_to_milton_s_comus_0060.jpg,symbolism,"Zwei stehende Figuren erscheinen in einer hellen biblischen oder symbolischen Szene; eine sitzt oder kniet links, eine helle Gestalt steht rechts. Blaue und helle Linien bestimmen den Hintergrund.","Eine Figurenkomposition zeigt eine niedrige dunklere Figur links und eine hohe helle Figur rechts. Die Szene ist weich in Blau, Weiß und Grau gehalten.",Eine alte Frau mit Kopftuch sitzt seitlich in dunklem Innenraum.,"Two standing figures appear in a pale biblical or symbolic scene; one sits or kneels on the left, while a pale figure stands on the right. Blue and pale lines define the background.","A figure composition shows a lower darker figure on the left and a tall pale figure on the right. The scene is softly held in blue, white, and gray.",An old woman with a headscarf sits sideways in a dark interior.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
077,077.jpg,los_entering_the_grave_0066.jpg,symbolism/los_entering_the_grave_0066.jpg,symbolism,Eine dunkle gebeugte Figur steht in einem gewölbten Innenraum und hält unten eine helle Laterne oder Lichtform. Bögen und braune Linien rahmen die Figur.,Eine einzelne Figur bewegt sich in einem dunklen Tor- oder Tunnelraum. Das kleine helle Licht unten setzt den stärksten Akzent.,Zwei helle stehende Figuren befinden sich in einer offenen blauen Szene.,A dark bent figure stands in an arched interior and holds a pale lantern or light form near the bottom. Arcs and brown lines frame the figure.,A single figure moves inside a dark gate- or tunnel-like space. The small pale light at the bottom creates the strongest accent.,Two pale standing figures appear in an open blue scene.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
078,078.jpg,ruins_in_the_moonlit_landscape_0117.jpg,symbolism/ruins_in_the_moonlit_landscape_0117.jpg,symbolism,Eine dunkle Landschaft zeigt eine helle Ruine in der Mitte unter dramatischem violettem Himmel. Kleine dunkle Figuren oder Tiere stehen im Vordergrund.,"Eine ruinöse helle Architektur liegt in einer nächtlichen Landschaft. Dunkle Bäume, Wolken und kleine Vordergrundformen rahmen das Gebäude.",Eine dunkle Figur steht in einem gewölbten Innenraum mit kleiner Laterne.,A dark landscape shows a pale ruin in the center under a dramatic violet sky. Small dark figures or animals stand in the foreground.,"A ruined pale architecture lies in a night-like landscape. Dark trees, clouds, and small foreground forms frame the building.",A dark figure stands in an arched interior with a small lantern.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
079,079.jpg,the_balloon_0268.jpg,symbolism/the_balloon_0268.jpg,symbolism,"Eine schwarze Silhouette einer stehenden Frau hebt die Arme vor orangegelber Landschaft. Die Figur steht unten mittig, die Arme führen diagonal nach außen.",Eine dunkle Tänzerinnen- oder Frauenform steht vor warmem Sonnenuntergang. Der Körper ist fast ganz schwarz und klar gegen den gelben Hintergrund abgesetzt.,Eine helle Ruine steht in dunkler Landschaft unter violettem Himmel.,"A black silhouette of a standing woman raises her arms before an orange-yellow landscape. The figure stands at the lower center, and the arms lead diagonally outward.",A dark dancer- or woman-like form stands before a warm sunset. The body is almost entirely black and clearly separated from the yellow background.,A pale ruin stands in a dark landscape under a violet sky.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
080,080.jpg,the_penitent_mary_magdalene_0262.jpg,symbolism/the_penitent_mary_magdalene_0262.jpg,symbolism,"Eine junge Frau mit langem hellem Haar stützt den Kopf auf die Hand vor dunklem grünlichem Hintergrund. Gesicht, Schulter und Arm bilden eine helle diagonale Gruppe.",Ein halbfiguriges Porträt zeigt eine nachdenkliche Frau mit hellem Haar. Die Haut- und Haarflächen leuchten vor dem dunklen Hintergrund.,Eine schwarze Silhouette steht mit erhobenen Armen vor orangegelber Landschaft.,"A young woman with long pale hair rests her head on her hand before a dark greenish background. Face, shoulder, and arm form a pale diagonal group.",A half-length portrait shows a thoughtful woman with pale hair. Skin and hair areas glow before the dark background.,A black silhouette stands with raised arms before an orange-yellow landscape.,image_type=symbolism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19,False
