stimulus_id,image_file,original_filename,original_relative_path,original_style_folder,condition_congruent,condition_semi_congruent,condition_incongruent,condition_congruent_en,condition_semi_congruent_en,condition_incongruent_en,notes,needs_human_review
048,048.jpg,split_ring_image_1_2009_0041.jpg,minimalism/split_ring_image_1_2009_0041.jpg,minimalism,"Zwei große farbige Ringsegmente bilden eine fast geschlossene Kreisform auf weißem Grund. Ein Segment ist gelbgrün, das andere orange-rot.",Zwei große farbige Ringsegmente bilden eine fast geschlossene Kreisform auf weißem Grund. Gelb und Rot wirken kräftiger.,Zwei farbige Ringsegmente bilden eine offene Kreisform. Rot-orange und Gelbgrün wirken vertauscht in ihrer Gewichtung.,"Two large colored ring segments form an almost closed circular shape on a white ground. One segment is yellow-green, the other orange-red.",Two large colored ring segments form an almost closed circular shape on a white ground. Yellow and red look stronger.,Two colored ring segments form an open circular shape. Red-orange and yellow-green feel swapped in emphasis.,image_type=minimalism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
049,049.jpg,candidate_044_realism_landscape_with_a_flowerbed_1917.jpg,candidate_images/chosen/candidate_044_realism_landscape_with_a_flowerbed_1917.jpg,realism,"Ein heller Garten mit Blumenbeet liegt bei grünen Bäumen. Eine Person, viele kleine Blüten und gelbe Bäume füllen die räumliche Tiefe.",Ein heller Garten mit Blumenbeet liegt bei grünen Bäumen. Breite helle Wege und viele Blüten bestimmen die Szene.,Ein heller Garten mit Blumenbeet liegt bei grünen Bäumen. Die Wege wirken weich auslaufend und die gelben Baumformen werden sehr dominant.,"A bright garden with a flower bed lies among green trees. A person, many small blossoms, and yellow trees fill the spatial depth.",A bright garden with a flower bed lies among green trees. Broad pale paths and many blossoms define the scene.,A bright garden with a flower bed lies among green trees. The paths feel softly spreading and the yellow tree forms become very dominant.,image_type=realism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
050,050.jpg,a_panic_in_the_middle_ages_0264.jpg,surrealism/a_panic_in_the_middle_ages_0264.jpg,surrealism,Mehrere weiß gekleidete Figuren verrenken sich in einem Raum mit rotem Rahmen und dunklem Boden. Die Körper wirken geneigt und bewegt. Die Köpfe fehlen.,Mehrere weiß gekleidete Figuren bewegen sich in einem Raum mit rotem Rahmen. Die Körper wirken waagrechter und der Boden dunkler.,Mehrere weiß gekleidete Figuren bewegen sich in einem Raum mit blauem Rahmen und hellem Boden. Die Körper wirken aufrechter und enger gruppiert.,Several white-clothed figures twist in a room with a red frame and dark floor. The bodies look bent and in motion. The heads are missing.,Several white-clothed figures move inside a room with a red frame. The bodies look more stretched and the floor darker.,Several white-clothed figures move inside a room with a blue frame and pale floor. The bodies look more upright and tightly grouped.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
051,051.jpg,candidate_050_impressionism_the_blue_vase.jpg,candidate_images/chosen/candidate_050_impressionism_the_blue_vase.jpg,impressionism,"Eine helle blau-weiße Vase steht auf einem braunen Tisch, darin gelbe und rosa Blüten. Eine helle runde Frucht oder Blüte liegt ebenfalls auf dem Tisch.",Eine helle blau-weiße Vase steht auf braunem Tisch vor grauem Hintergrund. Eine gelbe Blüte und eine helle runde Form ziehen Aufmerksamkeit.,Eine helle Vase steht auf braunem Tisch vor grauem Hintergrund. Die Blüten sind vor allem rot und weiß.,"A pale blue-white vase stands on a brown table, holding yellow and pink blossoms. A pale round fruit or blossom also lies on the table.",A pale blue-white vase stands on a brown table before a gray background. A yellow blossom and a pale round form draw attention.,A pale vase stands on a brown table before a gray background. The blossoms are mostly red and white.,image_type=impressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
052,052.jpg,before_the_snow_0016.jpg,surrealism/before_the_snow_0016.jpg,surrealism,"Eine helle rosa Blütenform liegt zentral vor dunklem Hintergrund, begleitet von weiteren rosa Blattformen. Eine graue Linie zieht durch den Bildbereich.",Pinke Blüten- oder Blattformen leuchten vor dunklem Feld. Die größte helle Form wirkt kräftig und die rote Linie klar.,Eine rosa Blütenform liegt vor dunklem Hintergrund. Weitere Blätter und eine rote Linie wirken kantiger und unruhiger.,"A pale pink flower form lies centrally before a dark background, accompanied by additional pink leaf forms. A gray line runs through the pictorial area.",Pink flower or leaf forms glow before a dark field. The largest pale form looks strong and the red line clear.,A pink flower form lies before a dark background. Further leaves and a red line look more angular and restless.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
053,053.jpg,checkmate_0209.jpg,surrealism/checkmate_0209.jpg,surrealism,Ein Frauenkopf mit geschlossenen Augen sitzt in einem perspektivischen Raum mit schwarz-weißem Schachboden. Eine große helle Schachfigur lehnt an der Wand.,Ein Frauenkopf mit geschlossenen Augen sitzt in einem perspektivischen Raum mit Schachboden. Eine helle Figur hängt im Raum.,Ein Frauenkopf mit offenen Augen sitzt in einem perspektivischen Raum mit dunklem Boden. Eine helle Figur wirkt größer.,A woman's head with closed eyes sits in a perspective room with a black-and-white checkerboard floor. A big pale chess figure leans against the wall.,A woman’s head with closed eyes sits inside a perspective room with a checkerboard floor. A pale form hangs in the room.,A woman’s head with open eyes sits inside a perspective room with a dark floor. A pale form looks larger.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
054,054.jpg,composition_0297.jpg,surrealism/composition_0297.jpg,surrealism,"Auf blauem Grund liegen eine schwarze schräge Rechteckform, eine weiße vogelartige Form und gelb-schwarze Flächen. Die Elemente schweben lose im Bildraum.","Mehrere isolierte Formen schweben auf blauem Grund. Schwarze, weiße und gelbe Elemente wirken klar getrennt.","Auf blauem Grund schweben schwarze, weiße und gelbe Formen. Die schwarze Rechteckform wirkt massiv und die weiße Vogelform schwer.","On a blue ground lie a black angled rectangular form, a white bird-like form, and yellow-black areas. The elements float loosely in the pictorial space.","Several isolated forms float on a blue ground. Black, white, and yellow elements look clearly separated.","On a blue ground, black, white, and yellow forms float. The black rectangular form looks massive and the white bird-like form heavy.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
055,055.jpg,dance_0182.jpg,surrealism/dance_0182.jpg,surrealism,"Eine vereinfachte bunte Tier- oder Körperform steht vor ockerfarbenem Grund. Blaue, rote, gelbe und schwarze Flächen bilden einen geschwungenen zentralen Körper.",Eine bunte organische Tier- oder Körperform steht vor ockerfarbenem Grund. Ein kleiner blauer Bereich und rote-gelbe Flächen füllen die Form.,"Eine bunte geschwungene Körperform steht vor ockerfarbenem Grund. Der blaue Bereich gehört zum unteren Körper, rote und gelbe Flächen wirken schwer.","A simplified colorful animal- or body-like form stands before an ocher ground. Blue, red, yellow, and black areas build a curved central body.",A colorful organic animal- or body-like form stands before an ocher ground. A small blue area and red-yellow fields fill the form.,"A colorful curved body form stands before an ocher ground. The blue area belongs to the body, and red and yellow areas look heavy.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20,False
056,056.jpg,eve_the_only_one_left_to_us_0171.jpg,surrealism/eve_the_only_one_left_to_us_0171.jpg,surrealism,"Eine helle, zottige kopfartige Form steht auf einem schmalen Hals vor dunklem braunem Hintergrund. Eine helle strukturierte Wandkante begrenzt den Raum.",Eine helle zottige Kopfform steht auf schmalem Hals vor dunklem braunem Grund. Eine helle Wandkante rahmt die Form.,Eine helle zottige Kopfform steht auf einem breiten dunklen Hals vor gelbem Hintergrund. Die helle Wandkante wirkt groß.,A pale shaggy head-like form stands on a narrow neck against a dark brown background. A pale textured wall boundary limits the space.,A pale shaggy head-like form stands on a narrow neck before a dark brown ground. A pale wall boundary frames the form.,A pale shaggy head-like form stands on a broad dark neck before a yellow background. The pale wall boundary looks large.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
057,057.jpg,candidate_061_expressionism_still_life_with_sunflower_1931.jpg,candidate_images/chosen/candidate_061_expressionism_still_life_with_sunflower_1931.jpg,expressionism,"Eine große gelbe Sonnenblume steht in einer hellen Vase vor grauem Hintergrund. Dunkle grüne Blätter rahmen die Blüte, ein schmaler Tischabschluss ist sichtbar.",Eine große gelbe Sonnenblume steht in einer hellen Vase vor grauem Hintergrund. Die Blüte wirkt runder und die Blätter spärlicher.,Eine große gelbe Blume steht in einer dunklen Vase vor graubraunem Hintergrund. Die grünen Blätter wirken dicht und schwer.,"A large yellow sunflower stands in a pale vase before a gray background. Dark green leaves frame the blossom, and a narrow table boundary is visible.",A large yellow sunflower stands in a pale vase before a gray background. The blossom looks rounder and the leaves sparser.,A large yellow flower stands in a dark vase before a gray-brown background. The green leaves look dense and heavy.,image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
058,058.jpg,habitantes_del_silencio_2_0139.jpg,surrealism/habitantes_del_silencio_2_0139.jpg,surrealism,"Eine dunkle Kopfform liegt auf blauem Grund, darin leuchten orangebraune und weiße kleine Formen. Die Form wirkt dicht und organisch.",Eine dunkle organische Tier- oder Fellform liegt auf blauem Grund. Warme orangebraune Akzente bilden eine lockere Kontur.,"Eine dunkle organische Fellform liegt auf blauem Grund. Die Form bleibt offener und heller, die orangebraunen Akzente bilden eine grobe Kontur.","A dark head shape lies on a blue ground, containing glowing orange-brown and small white forms. The shape feels dense and organic.",A dark organic animal- or fur-like form lies on a blue ground. Warm orange-brown accents form a loose rim.,"A dark organic fur-like form lies on a blue ground. The form remains more open and pale, and orange-brown accents form a rough contour.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
059,059.jpg,candidate_063_expressionism_still_life_1964.jpg,candidate_images/chosen/candidate_063_expressionism_still_life_1964.jpg,expressionism,"Ein Stillleben mit schwarzer Flasche, Kanne, Tassen und Schale steht vor orangefarbenem Holzgrund. Die Gegenstände liegen auf einer hellen Tischfläche mit dunklen Konturen.","Ein Stillleben mit schwarzer Flasche, Kanne und Tassen steht vor orangefarbenem Holzgrund. Die Objekte wirken lockerer verteilt.","Ein Stillleben mit dunkler Flasche, Kanne und Tassen steht vor orangefarbenem Holzgrund. Die Objekte liegen weit auseinander und die Tischfläche wirkt dunkel.","A still life with a black bottle, pot, cups, and bowl stands before an orange wooden ground. The objects lie on a pale tabletop with dark contours.","A still life with black bottle, pot, and cups stands before an orange wooden ground. The objects look more loosely arranged.","A still life with dark bottle, pot, and cups stands before orange wood. The objects lie far apart and the tabletop looks dark.",image_type=expressionism; source=chosen_candidate_direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20,False
060,060.jpg,leaf_customs_0172.jpg,surrealism/leaf_customs_0172.jpg,surrealism,Ein langes helles Blatt steht auf grünlich-grauem Grund. Feine dunkle Linien teilen die Form entlang einer Mittelachse.,Ein langes helles Blatt steht auf gedämpftem Grund. Die Mittelrippe biegt sich leicht und die Spitze wirkt scharf.,Ein langes helles Blatt steht auf grünlich-grauem Grund. Die Mittelachse wirkt gebogen und die Form breit abgerundet.,A long pale leaf stands on a greenish-gray ground. Fine dark lines divide the form along a central axis.,A long pale leaf stands vertically on a muted ground. The central rib bends slightly and the tip looks sharp.,A long pale leaf stands diagonally on a greenish-gray ground. The central axis feels offset and the form broadly rounded.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
061,061.jpg,one_night_museum_0269.jpg,surrealism/one_night_museum_0269.jpg,surrealism,"Vier Kastenfelder zeigen eine Hand, ein rundes Objekt, einen Schuh und ein rosa Feld mit schwarzen Zeichen und Gesicht. Die Komposition ist streng in Rechtecke geteilt.","Vier Kastenfelder ordnen einzelne Objekte streng in Rechtecke. Hand, Schuh und rosa Musterfeld bleiben getrennte Motive.","Vier Kastenfelder zeigen einzelne Objekte. Die Hand und der Schuh erscheinen in vertauschten Rollen, das rosa Zeichenfeld ist fast leer.","Four box-like compartments show a hand, a round object, a shoe, and a pink field with black signs and a face. The composition is strictly divided into rectangles.","Four box-like compartments arrange separate objects strictly into rectangles. Hand, shoe, and pink patterned field remain separate motifs.","Four box-like compartments show separate objects. The hand and shoe appear in swapped roles, and the pink sign field is almost empty.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
062,062.jpg,pieta_revolution_by_night_0080.jpg,surrealism/pieta_revolution_by_night_0080.jpg,surrealism,Zwei Figuren sitzen oder stehen in einem braunen Innenraum; eine helle Figur mit roter Hose und eine dunkle Figur mit Hut. Eine kleine weiße Form schwebt im Raum.,"Zwei Figuren stehen oder sitzen in einem braunen Innenraum. Rote Hose, Hut und eine kleine weiße Form strukturieren die Szene.","Zwei Figuren stehen in einem braunen Innenraum. Die helle Figur trägt rote Hose, die dunkle Figur trägt Hut, und eine weiße Form schwebt frei.",Two figures sit or stand in a brown interior; a pale figure with red trousers and a dark figure with a hat. A small white form floats in the room.,"Two figures stand or sit in a brown interior. Red trousers, hat, and a small white form structure the scene.","Two figures stand in a brown interior. The pale figure wears red trousers, the dark figure wears a hat, and a white form floats freely.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
063,063.jpg,popular_panorama_0214.jpg,surrealism/popular_panorama_0214.jpg,surrealism,"Eine surreale Landschaft zeigt dunkle Baumreihen, ein weißes Haus, Berge und grauen Himmel. Helle Straßen oder Dächer führen in die Tiefe.","Eine surreale Landschaft zeigt Baumreihen, Berge und ein weißes Haus. Breite helle Wege führen in die Bildtiefe.","Eine surreale Landschaft zeigt Baumreihen, ein weißes Haus und Berge. Die Wege wirken starr und das Haus stärker isoliert.","A surreal landscape shows dark rows of trees, a white house, mountains, and gray sky. Pale roads or roofs lead into depth.","A surreal landscape shows rows of trees, mountains, and a white house. Broad pale paths lead into image depth.","A surreal landscape shows rows of trees, a white house, and mountains. The paths look rigid and the house more isolated.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
064,064.jpg,smoker_head_0164.jpg,surrealism/smoker_head_0164.jpg,surrealism,"Eine helle stilisierte Vogelform oder Kopf-Hals-Form steht vor blauem Grund. Gelbe, rote und schwarze Formen ergänzen den Körperbereich.",Eine helle stilisierte Vogel- oder Kopf-Hals-Form steht vor blauem Grund. Gelbe und rote Akzente wirken dicht gruppiert.,Eine kurze und breite helle Vogel- oder Kopf-Hals-Form steht vor blauem Grund. Gelbe und rote Akzente wirken kopflastig.,"A pale stylized bird-like or head-and-neck form stands before a blue ground. Yellow, red, and black shapes complement the body area.",A pale stylized bird- or head-and-neck form stands before a blue ground. Yellow and red accents look tightly grouped.,A short and broad pale bird- or head-and-neck form stands before a blue ground. Yellow and red accents look head-heavy.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
065,065.jpg,stilleben_med_fisk_0250.jpg,surrealism/stilleben_med_fisk_0250.jpg,surrealism,"Ein Stillleben zeigt zwei Fische vor einem großen braunen Teller, einer Flasche, Früchten und einem Fenster mit Strand und Wolke. Die Objekte liegen dicht auf einem blauen Tisch.","Ein Stillleben mit Fischen, Teller, Flasche und Fenster liegt auf einem blauen Tisch. Die Fische wirken paralleler und geordneter.","Ein Stillleben zeigt zwei Fische, Teller, Flasche und Fenster. Die Fische liegen getrennt und der Tisch wirkt grün.","A still life shows two fish before a large brown plate, a bottle, fruit, and a window with beach and cloud. The objects lie densely on a blue table.","A still life with fish, plate, bottle, and window lies on a blue table. The fish look more parallel and orderly.","A still life shows two fish, plate, bottle, and window. The fish lie separated and the table appears green.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20,False
066,066.jpg,the_4th_day_of_the_creation_0204.jpg,surrealism/the_4th_day_of_the_creation_0204.jpg,surrealism,Eine schwarz-weiße Landschaft zeigt strahlenförmiges Licht und einen kleineren Himmelskörper. Darunter liegen viele spitze bergartige Formen.,Eine schwarz-weiße Landschaft zeigt strahlenförmiges Licht und gezackte Bergformen. Ein großer Lichtpunkt und kleinere Strahlen prägen den Himmel.,Eine schwarz-weiße Landschaft zeigt strahlenförmiges Licht und einen kleineren Himmelskörper. Die Bergformen wirken flacher und dichter.,A black-and-white landscape shows radiating light and a smaller celestial body. Many pointed mountain-like forms fill the scene.,A black-and-white landscape shows radiating light and jagged mountain forms. A large light point and smaller rays define the sky.,A black-and-white landscape shows radiating light and a smaller celestial body. The mountain forms look flatter and denser.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; congruent_no_position_terms_2026-05-20,False
067,067.jpg,the_beneficial_promise_0270.jpg,surrealism/the_beneficial_promise_0270.jpg,surrealism,"Ein gelber Stein wird von einem ausgestreckten Arm in einem gelben Feld berührt, dazu erscheint ein dunkles rundes Fenster mit Frauenprofil. Ein heller Kreis rahmt den Kopf im Fenster.","Ein gelber Kopf mit gefalteten Händen liegt in einem gelben Feld, darüber ein dunkles rundes Porträtfenster. Der Kreis wirkt näher an der Gebetsform.",Ein gelber Kopf mit gefalteten Händen liegt in einem gelben Feld. Das Porträtfenster wirkt versetzt und der helle Kreis rahmt die Hände.,"A yellow stone is touched by an extended arm in a yellow field, paired with a dark round window containing a woman's profile. A pale circle frames the head in the window.","A yellow head with folded hands lies in a yellow field, with a dark round portrait window. The circle feels closer to the prayer form.",A yellow head with folded hands lies in a yellow field. The portrait window feels displaced and the pale circle frames the hands.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; removed_comparative_markers_semi_incongruent_2026-05-20; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
068,068.jpg,the_birth_of_idol_0215.jpg,surrealism/the_birth_of_idol_0215.jpg,surrealism,"Ein surrealer Innenraum zeigt eine weiße schachfigurartige Form auf einem Tisch, einen dunklen stürmischen Himmel sowie rosa und grüne Bodenflächen.","Ein surrealer Innenraum zeigt eine schlanke weiße Figur, ein helles Möbel und einen dunklen Himmel. Der Boden wirkt weich in grüne und rosa Zonen geteilt.","Ein surrealer Innenraum zeigt eine weiße schachfigurartige Form und ein helles Möbel. Der Boden ist blau und rosa geteilt, der dunkle Himmel wirkt ruhig.","A surreal interior shows a white chess-piece-like form on a table, a dark stormy sky, and pink and green floor areas.","A surreal interior shows a tall white figure, a pale piece of furniture, and a dark sky. The floor feels softly divided into green and pink zones.","A surreal interior shows a white chess-piece-like form and a pale piece of furniture. The floor is divided blue and pink, and the dark sky feels quiet.",image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
069,069.jpg,the_carbide_lamp_0072.jpg,surrealism/the_carbide_lamp_0072.jpg,surrealism,"Eine braune Lampe oder Kanne steht auf gelbem Viereck, dazu schneidet ein schwarzer Stuhlbogen ins Bild. Ein kleiner roter runder Akzent ergänzt die Szene.","Eine braune Lampe oder Kanne steht auf gelbem Tisch, daneben ein schwarzer gebogener Stuhlteil. Ein roter Akzent ergänzt das Stillleben.",Eine braune Lampe oder Kanne steht auf gelbem Tisch. Ein schwarzer Stuhlbogen und ein roter runder Akzent wirken vertauscht gewichtet.,"A brown lamp or pot stands on a yellow square, paired with a black chair arc cutting into the image. A small red round accent completes the scene.","A brown lamp or pot stands on a yellow table, with a black curved chair part. A red accent completes the still life.",A brown lamp or pot stands on a yellow table. A black chair arc and a red round accent feel swapped in emphasis.,image_type=surrealism; source=direct_image_inspection; language=de; fit_levels=high_partial_low; prompt_repair_visual_form_human_style_2026-05-19; semi_congruent_tightened_near_miss_2026-05-19; incongruent_repaired_same_domain_far_near_miss_2026-05-19; congruency_spread_balance_checked_2026-05-19; semi_congruent_noncomparative_rewrite_2026-05-19; content_based_no_position_mismatch_2026-05-20; content_position_terms_cleaned_2026-05-20; congruent_no_position_terms_2026-05-20,False
